vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
VTS,CRD,16,0.5,0.5,3.3,0,20.3
VTS,CRD,7.5,0.5,0.5,1.6,0,10.1
VTS,CRD,4.5,0.5,0.5,1,0,6.5
VTS,CRD,21,0,0.5,4.2,0,25.7
VTS,CRD,5,0,0.5,1.25,0,6.75
VTS,CSH,4.5,0.5,0.5,0,0,5.5
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CRD,15,0,0.5,1,0,16.5
VTS,CRD,15.5,0.5,0.5,4,0,20.5
VTS,CRD,5,0,0.5,1,0,6.5
VTS,CRD,19.5,0.5,0.5,4,0,24.5
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CSH,12.5,0,0.5,0,0,13
VTS,CRD,23,0.5,0.5,4.7,0,28.7
VTS,CRD,8,0.5,0.5,1.7,0,10.7
VTS,CRD,15,0,0.5,3,0,18.5
VTS,CSH,20.5,0.5,0.5,0,0,21.5
VTS,CRD,8,0,0.5,1,0,9.5
VTS,CRD,8,1,0.5,2.7,0,12.2
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CRD,7.5,0.5,0.5,1.5,0,10
VTS,CRD,16.5,0.5,0.5,4.25,0,21.75
VTS,CRD,12.5,0,0.5,2.5,0,15.5
VTS,CSH,13,0.5,0.5,0,0,14
VTS,CRD,10.5,0.5,0.5,1,0,12.5
VTS,CRD,18,0.5,0.5,3.7,0,22.7
VTS,CSH,21.5,0.5,0.5,0,0,22.5
VTS,CSH,4.5,0.5,0.5,0,0,5.5
VTS,CRD,4.5,0.5,0.5,1,0,6.5
VTS,CSH,13,0.5,0.5,0,0,14
VTS,CSH,11,0.5,0.5,0,0,12
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CRD,52,0,0.5,2.7,4.8,60
VTS,CSH,8.5,1,0.5,0,0,10
VTS,CRD,17.5,0.5,0.5,2,0,20.5
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,6.5,1,0.5,0,0,8
VTS,CRD,6,0.5,0.5,1.3,0,8.3
VTS,CSH,13,0.5,0.5,0,0,14
VTS,CSH,12.5,0.5,0.5,0,0,13.5
VTS,CSH,8.5,0.5,0.5,0,0,9.5
VTS,CRD,7,0.5,0.5,1.5,0,9.5
VTS,CSH,10,0,0.5,0,0,10.5
VTS,CRD,23,0.5,0.5,4.7,0,28.7
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CSH,13,0,0.5,0,0,13.5
VTS,CRD,5.5,0.5,0.5,1,0,7.5
VTS,CRD,17,0.5,0.5,3.5,0,21.5
VTS,CRD,14,0.5,0.5,2.9,0,17.9
VTS,CRD,6,0.5,0.5,1,0,8
VTS,CSH,8.5,0.5,0.5,0,0,9.5
VTS,CRD,6,0.5,0.5,1,0,8
VTS,CSH,18.5,0.5,0.5,0,0,19.5
VTS,CRD,33.5,0.5,0.5,6.8,0,41.3
VTS,CSH,9.5,0,0.5,0,0,10
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CSH,18.5,0,0.5,0,0,19
VTS,CSH,19,0.5,0.5,0,0,20
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CRD,18.5,0,0.5,4.62,0,23.62
VTS,CSH,12,0.5,0.5,0,0,13
VTS,CRD,16,0,0.5,4,0,20.5
VTS,CRD,10,0.5,0.5,1,0,12
VTS,CSH,3.5,0.5,0.5,0,0,4.5
VTS,CRD,14.5,1,0.5,3,0,19
VTS,CRD,7,0,0.5,1.4,0,8.9
VTS,CRD,32.5,0,0.5,0,0,33
VTS,CRD,24,0,0.5,6,0,30.5
VTS,CRD,11.5,0.5,0.5,2.4,0,14.9
VTS,CRD,11,1,0.5,2.4,0,14.9
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CRD,15.5,0,0.5,3.1,0,19.1
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CRD,13.5,0.5,0.5,0,0,14.5
VTS,CSH,5.5,0,0.5,0,0,6
VTS,CRD,7,0.5,0.5,1.5,0,9.5
VTS,CRD,9,0.5,0.5,2.38,0,12.38
VTS,CSH,9,0,0.5,0,0,9.5
VTS,CRD,6.5,0.5,0.5,2,0,9.5
VTS,CRD,6.5,0,0.5,1.3,0,8.3
VTS,CRD,8.5,0.5,0.5,2.25,0,11.75
VTS,CRD,7.5,0,0.5,1.88,0,9.88
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CSH,14.5,0,0.5,0,0,15
VTS,CRD,5,0.5,0.5,1,0,7
VTS,CRD,24.5,0,0.5,3.8,4.8,33.6
VTS,CRD,5.5,0,0.5,1.1,0,7.1
VTS,CRD,7,0,0.5,1,0,8.5
VTS,CRD,10,0,0.5,2,0,12.5
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CRD,9.5,0,0.5,2,0,12
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CRD,5.5,0,0.5,1.1,0,7.1
VTS,CSH,12.5,0,0.5,0,0,13
VTS,CRD,6.5,0,0.5,1,0,8
VTS,CRD,8.5,0,0.5,1,0,10
VTS,CRD,7.5,0,0.5,1.5,0,9.5
VTS,CSH,4,0.5,0.5,0,0,5
VTS,CRD,9,0,0.5,1.8,0,11.3
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CRD,6.5,0,0.5,3,0,10
VTS,CSH,8,0,0.5,0,0,8.5
VTS,CSH,11.5,0,0.5,0,0,12
VTS,CSH,10,0.5,0.5,0,0,11
VTS,CSH,21.5,0,0.5,0,0,22
VTS,CRD,38,0.5,0.5,1,0,40
VTS,CRD,8.5,0,0.5,1,0,10
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CSH,18.5,0,0.5,0,0,19
VTS,CSH,15.5,0,0.5,0,0,16
VTS,CRD,6.5,0,0.5,1.3,0,8.3
VTS,CSH,12.5,0,0.5,0,0,13
VTS,CRD,9.5,0,0.5,1,0,11
VTS,CRD,7,0,0.5,1,0,8.5
VTS,CSH,9,0,0.5,0,0,9.5
VTS,CRD,23,0,0.5,4.6,4.8,32.9
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CRD,12.5,0.5,0.5,2.6,0,16.1
VTS,CRD,20,0,0.5,1,0,21.5
VTS,CSH,11,0,0.5,0,0,11.5
VTS,CSH,7.5,0,0.5,0,0,8
VTS,CSH,9,0,0.5,0,0,9.5
VTS,CSH,17,0,0.5,0,0,17.5
VTS,CRD,13.5,0,0.5,1.5,0,15.5
VTS,CRD,11,0,0.5,2.2,0,13.7
VTS,CSH,13,0.5,0.5,0,0,14
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CSH,10.5,1,0.5,0,0,12
VTS,CSH,9,0.5,0.5,0,0,10
VTS,CRD,11,0,0.5,1,0,12.5
VTS,CRD,11,0,0.5,2.2,0,13.7
VTS,CRD,10.5,0.5,0.5,2.75,0,14.25
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,5.5,0.5,0.5,0,0,6.5
VTS,CRD,17,1,0.5,3.6,0,22.1
VTS,CRD,7,0.5,0.5,1,0,9
VTS,CSH,3.5,0,0.5,0,0,4
VTS,CRD,7,0.5,0.5,0,0,8
VTS,CSH,3.5,0.5,0.5,0,0,4.5
VTS,CSH,9,0.5,0.5,0,0,10
VTS,CSH,9,0.5,0.5,0,0,10
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CSH,12.5,0.5,0.5,0,0,13.5
VTS,CSH,32.5,0,0.5,0,0,33
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CSH,8,0.5,0.5,0,0,9
VTS,CRD,11.5,0.5,0.5,2.4,0,14.9
VTS,CRD,11,0.5,0.5,2.3,0,14.3
VTS,CRD,35,0,0.5,8.75,0,44.25
VTS,CSH,4,0.5,0.5,0,0,5
VTS,CRD,7,0.5,0.5,1,0,9
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CSH,69.5,0,0,0,10.25,79.75
VTS,CRD,24,0.5,0.5,2,0,27
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CRD,25.5,0.5,0.5,5,4.8,36.3
VTS,CSH,8,0,0.5,0,0,8.5
VTS,CRD,8,0,0.5,1.6,0,10.1
VTS,CSH,13.5,0.5,0.5,0,0,14.5
VTS,CRD,23,0.5,0.5,4.7,0,28.7
VTS,CRD,12.5,0.5,0.5,2.6,0,16.1
VTS,CRD,9.5,0.5,0.5,2,0,12.5
VTS,CRD,12,0.5,0.5,2.5,0,15.5
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CRD,8.5,0.5,0.5,1.8,0,11.3
VTS,CRD,8.5,0.5,0.5,2.7,0,12.2
VTS,CSH,8,0,0.5,0,0,8.5
VTS,CSH,2.5,0,0.5,0,0,3
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CRD,7,0,0.5,1.4,0,8.9
VTS,CRD,14.5,0,0.5,2.9,0,17.9
VTS,CRD,7,0.5,0.5,1.88,0,9.88
VTS,CRD,10.5,0.5,0.5,2,0,13.5
VTS,CRD,4,0,0.5,1,0,5.5
VTS,CRD,5.5,0,0.5,1.1,0,7.1
VTS,CSH,14.5,0,0.5,0,0,15
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,13.5,0,0.5,0,0,14
VTS,CRD,7,0.5,0.5,2,0,10
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CRD,8,0.5,0.5,1,0,10
VTS,CRD,5,0.5,0.5,1.1,0,7.1
VTS,CSH,74.25,0,0.5,0,0,74.75
VTS,CRD,4,0.5,0.5,0.9,0,5.9
VTS,CRD,9.5,0,0.5,2.38,0,12.38
VTS,CRD,8,0.5,0.5,1.7,0,10.7
VTS,CRD,7,0.5,0.5,1,0,9
VTS,CRD,12,0.5,0.5,2.5,0,15.5
VTS,CRD,9,0,0.5,1.8,0,11.3
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CRD,5,0.5,0.5,1.1,0,7.1
VTS,CRD,3.5,0,0.5,0.7,0,4.7
VTS,CSH,4,0,0.5,0,0,4.5
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CRD,10,0.5,0.5,2.1,0,13.1
VTS,CSH,13.5,0.5,0.5,0,0,14.5
VTS,CRD,9.5,0,0.5,1.9,0,11.9
VTS,CSH,12,0.5,0.5,0,0,13
VTS,CSH,10.5,0,0.5,0,0,11
VTS,CRD,13.5,0.5,0.5,1,0,15.5
VTS,CRD,3.5,0.5,0.5,0.8,0,5.3
VTS,CSH,7,0.5,0.5,0,0,8
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CSH,7.5,0,0.5,0,0,8
VTS,CRD,6.5,0.5,0.5,1,0,8.5
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CSH,10.5,0,0.5,0,0,11
VTS,CSH,12.5,0,0.5,0,0,13
VTS,CRD,8,0.5,0.5,1.7,0,10.7
VTS,CSH,8.5,0,0.5,0,0,9
VTS,CRD,21.5,0.5,0.5,2,0,24.5
VTS,CRD,15.5,0.5,0.5,3.2,0,19.7
VTS,CSH,9.5,0,0.5,0,0,10
VTS,CRD,28,0,0.5,3,4.8,36.3
VTS,CSH,7.5,0,0.5,0,0,8
VTS,CRD,18,0.5,0.5,0,0,19
VTS,CRD,52,0,0.5,13,4.8,70.3
VTS,CSH,15,0,0.5,0,0,15.5
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CRD,8.5,0.5,0.5,2.25,0,11.75
VTS,CSH,16,0,0.5,0,0,16.5
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CRD,11.5,0,0.5,2.3,0,14.3
VTS,CSH,4,0,0.5,0,0,4.5
VTS,CSH,6,0.5,0.5,0,0,7
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CSH,11.5,0,0.5,0,0,12
VTS,CRD,4.5,0,0.5,1.12,0,6.12
VTS,CRD,7,0.5,0.5,1,0,9
VTS,CRD,8,0,0.5,1,0,9.5
VTS,CRD,32.5,0,0.5,6.5,4.8,44.3
VTS,CSH,11.5,0,0.5,0,0,12
VTS,CSH,10,0,0.5,0,0,10.5
VTS,CRD,4.5,0,0.5,0.9,0,5.9
VTS,CRD,7,0,0.5,1.4,0,8.9
VTS,CRD,6.5,0.5,0.5,1.4,0,8.9
VTS,CSH,26,0,0.5,0,0,26.5
VTS,CRD,7,0,0.5,1.75,0,9.25
VTS,CRD,9.5,0.5,0.5,2.5,0,13
VTS,CRD,12,1,0.5,3.25,0,16.75
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CRD,6.5,0,0.5,1.95,0,8.95
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CSH,20.5,0,0.5,0,4.8,25.8
VTS,CSH,52,0,0.5,0,4.8,57.3
VTS,CRD,4.5,0,0.5,1,0,6
VTS,CRD,12,1,0.5,2.6,0,16.1
VTS,CRD,5,0,0.5,1,0,6.5
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CRD,10.5,0.5,0.5,0,0,11.5
VTS,CRD,34,0.5,0.5,6.9,0,41.9
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CSH,10.5,0,0.5,0,0,11
VTS,CRD,8,0.5,0.5,2.55,0,11.55
VTS,CSH,7.5,0,0.5,0,0,8
VTS,CRD,6,0,0.5,1.2,0,7.7
VTS,CSH,24.5,0,0.5,0,4.8,29.8
VTS,CSH,23,0.5,0.5,0,0,24
VTS,CRD,6.5,0,0.5,1.62,0,8.62
VTS,CRD,4.5,0,0.5,0.9,0,5.9
VTS,CRD,4,0.5,0.5,1.25,0,6.25
VTS,CRD,22,0,0.5,4.4,0,26.9
VTS,CSH,14.5,0.5,0.5,0,0,15.5
VTS,CRD,22,0,0.5,4.4,0,26.9
VTS,CRD,6,0,0.5,1.2,0,7.7
VTS,CRD,10,0,0.5,0.5,0,11
VTS,CRD,9.5,0.5,0.5,2,0,12.5
VTS,CSH,8.5,0,0.5,0,0,9
VTS,CSH,22,0,0.5,0,0,22.5
VTS,CRD,26,0.5,0.5,5.3,4.8,37.1
VTS,CRD,9,0,0.5,1.8,0,11.3
VTS,CSH,8.5,0,0.5,0,0,9
VTS,CSH,10.5,0.5,0.5,0,0,11.5
VTS,CSH,5.5,0.5,0.5,0,0,6.5
VTS,CRD,13,1,0.5,2.8,0,17.3
VTS,CRD,25,0.5,0.5,5.1,0,31.1
VTS,CRD,10,0,0.5,2.5,0,13
VTS,CRD,4,0.5,0.5,0.9,0,5.9
VTS,CSH,7,0.5,0.5,0,0,8
VTS,CSH,10,0.5,0.5,0,0,11
VTS,CSH,5.5,0.5,0.5,0,0,6.5
VTS,CRD,10.5,0,0.5,5,0,16
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CSH,5,0.5,0.5,0,0,6
VTS,CRD,7,0.5,0.5,1.5,0,9.5
VTS,CSH,9,0,0.5,0,0,9.5
VTS,CSH,3.5,1,0.5,0,0,5
VTS,CSH,22,0,0.5,0,0,22.5
VTS,CRD,5,0.5,0.5,1.65,0,7.65
VTS,CRD,25,0.5,0.5,5.1,0,31.1
VTS,CRD,8,0.5,0.5,1,0,10
VTS,CRD,9,0,0.5,1.8,0,11.3
VTS,CSH,8,0,0.5,0,0,8.5
VTS,CRD,10.5,0,0.5,2,0,13
VTS,CSH,14,1,0.5,0,0,15.5
VTS,CRD,13.5,0.5,0.5,2.8,0,17.3
VTS,CSH,5.5,0,0.5,0,0,6
CMT,CRD,4.5,0,0.5,1.25,0,6.25
VTS,CSH,9,0,0.5,0,0,9.5
CMT,CRD,4.5,0,0.5,1,0,6
VTS,CSH,7.5,0,0.5,0,0,8
CMT,CRD,15.5,0.5,0.5,3.3,0,19.8
VTS,CSH,6,0,0.5,0,0,6.5
VTS,CSH,6.5,0.5,0.5,0,0,7.5
VTS,CSH,10.5,0,0.5,0,0,11
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CSH,4.5,0.5,0.5,0,0,5.5
CMT,CRD,10.5,0,0.5,2.2,0,13.2
CMT,CRD,7.5,0,0.5,1.6,0,9.6
VTS,CSH,11.5,0,0.5,0,0,12
CMT,CRD,5.5,0,0.5,1.2,0,7.2
VTS,CRD,29.5,0,0.5,7.38,4.8,42.18
CMT,CRD,17,0.5,0.5,4.5,0,22.5
CMT,CRD,3.5,0,0.5,0.8,0,4.8
VTS,CRD,12.5,0,0.5,2.5,0,15.5
VTS,CSH,7.5,0.5,0.5,0,0,8.5
VTS,CSH,28.5,0,0.5,0,0,29
VTS,CRD,14,0,0.5,2,0,16.5
CMT,CRD,5.5,0.5,0.5,2,0,8.5
CMT,CRD,6,0.5,0.5,1.75,0,8.75
VTS,CSH,3.5,0.5,0.5,0,0,4.5
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CSH,4.5,1,0.5,0,0,6
VTS,CRD,9,0,0.5,2.25,0,11.75
VTS,CRD,8.5,0,0.5,1.7,0,10.7
VTS,CRD,9,0,0.5,2.25,0,11.75
VTS,CRD,8.5,0.5,0.5,1.8,0,11.3
VTS,CSH,10.5,0,0.5,0,0,11
CMT,CRD,24.5,0,0.5,0,4.8,29.8
VTS,CRD,6,0,0.5,1.2,0,7.7
VTS,CSH,9.5,0,0.5,0,0,10
CMT,CRD,14,0,0.5,2.9,0,17.4
CMT,CRD,19,0,0.5,0,0,19.5
CMT,CRD,16,0,0.5,2.5,0,19
VTS,CRD,6.5,0,0.5,1.3,0,8.3
VTS,CSH,10,0,0.5,0,0,10.5
VTS,CSH,4.5,0,0.5,0,0,5
VTS,CSH,7.5,0.5,0.5,0,0,8.5
CMT,CRD,16,0.5,0.5,1.5,0,18.5
CMT,CRD,4,0.5,0.5,1,0,6
CMT,CRD,6.5,0.5,0.5,1.5,0,9
CMT,CRD,8.5,0,0.5,1.5,0,10.5
CMT,CRD,6.5,0.5,0.5,1.5,0,9
CMT,CRD,7.5,0.5,0.5,1.7,0,10.2
CMT,CRD,5,0,0.5,1,0,6.5
VTS,CSH,11.5,0,0.5,0,0,12
CMT,CRD,5.5,0,0.5,1,0,7
VTS,CRD,12,0.5,0.5,2,0,15
VTS,CRD,7.5,0.5,0.5,1,0,9.5
CMT,CRD,32,0,0.5,5,4.8,42.3
CMT,CRD,10.5,0,0.5,2,0,13
VTS,CSH,5.5,1,0.5,0,0,7
CMT,CRD,11,0,0.5,2.3,0,13.8
CMT,CRD,4,1,0.5,0.5,0,6
VTS,CSH,12.5,1,0.5,0,0,14
CMT,CRD,7.5,0,0.5,1.75,0,9.75
VTS,CRD,9,0,0.5,1.8,0,11.3
VTS,CRD,7,0,0.5,1,0,8.5
VTS,CRD,35.5,0,0.5,8.16,4.8,48.96
CMT,CRD,38,0,0.5,7.7,0,46.2
CMT,CRD,7.5,0,0.5,1.6,0,9.6
CMT,CRD,6.5,0,0.5,1.4,0,8.4
CMT,CRD,31,0,0.5,5,4.8,41.3
VTS,CRD,7.5,0,0.5,1.5,0,9.5
CMT,CRD,20,0.5,0.5,2.5,0,23.5
CMT,CRD,11.5,1,0.5,2.6,0,15.6
VTS,CRD,6.5,0,0.5,1,0,8
VTS,CSH,5,0,0.5,0,0,5.5
VTS,CRD,10.5,0,0.5,2.1,0,13.1
VTS,CSH,9,1,0.5,0,0,10.5
CMT,CRD,6,1,0.5,1.5,0,9
VTS,CSH,6.5,0,0.5,0,0,7
CMT,CRD,7,1,0.5,1,0,9.5
CMT,CRD,6.5,0,0.5,0,0,7
CMT,CRD,12.5,0,0.5,2.6,0,15.6
CMT,CRD,9,0,0.5,2.35,0,11.85
VTS,CRD,16,0.5,0.5,1.8,0,18.8
CMT,CRD,12,0,0.5,1,0,13.5
CMT,CRD,20,0,0.5,1.5,0,22
CMT,CRD,5,1,0.5,1.6,0,8.1
VTS,CSH,16,0.5,0.5,0,0,17
CMT,CRD,9,1,0.5,2.1,0,12.6
VTS,CRD,5.5,0,0.5,1,0,7
CMT,CRD,7,1,0.5,1.7,0,10.2
VTS,CRD,10.5,0.5,0.5,2.3,0,13.8
CMT,CRD,29,0,0.5,8.57,4.8,42.87
VTS,CSH,14,0,0.5,0,0,14.5
VTS,CRD,11,0,0.5,3.3,0,14.8
CMT,CRD,10.5,0,0.5,2,0,13
CMT,CRD,52,0,0.5,11.46,4.8,68.76
VTS,CRD,8,0.5,0.5,1,0,10
VTS,CRD,52,0,0.5,10.4,4.8,67.7
VTS,CSH,13,0,0.5,0,0,13.5
VTS,CRD,13.5,0.5,0.5,2.8,0,17.3
CMT,CRD,5.5,0,0.5,1,0,7
CMT,CRD,23,1,0.5,7,4.8,36.3
CMT,CRD,32,0.5,0.5,0,4.8,37.8
CMT,CRD,8,0,0.5,1.7,0,10.2
CMT,CRD,24,1,0.5,5.1,0,30.6
CMT,CRD,10.5,0.5,0.5,2.3,0,13.8
VTS,CSH,8,0.5,0.5,0,0,9
VTS,CRD,12,0,0.5,2.4,0,14.9
VTS,CSH,9,0,0.5,0,0,9.5
CMT,CRD,13.5,0,0.5,1.5,0,15.5
CMT,CRD,11,0,0.5,1,0,12.5
VTS,CRD,6.5,0,0.5,1.3,0,8.3
VTS,CSH,6.5,0.5,0.5,0,0,7.5
VTS,CSH,6,0.5,0.5,0,0,7
CMT,CRD,7.5,0,0.5,1.6,0,9.6
VTS,CRD,26.5,0,0.5,5.3,4.8,37.1
VTS,CRD,10,0,0.5,1,0,11.5
CMT,CRD,4.5,1,0.5,1,0,7
CMT,CRD,9,0,0.5,2.37,0,11.87
VTS,CSH,12,0,0.5,0,0,12.5
CMT,CRD,19,0,0.5,2,0,21.5
VTS,CRD,12,0,0.5,2.4,0,14.9
VTS,CSH,6.5,0,0.5,0,0,7
VTS,CSH,6,0.5,0.5,0,0,7
CMT,CRD,8,1,0.5,0.8,0,10.3
CMT,CRD,28,0,0.5,5.7,0,34.2
CMT,CRD,8.5,0,0.5,1.25,0,10.25
CMT,CRD,15,0,0.5,3.1,0,18.6
VTS,CSH,52,0,0.5,0,4.8,57.3
VTS,CRD,5.5,0,0.5,1.38,0,7.38
CMT,CRD,6,0,0.5,1.3,0,7.8
CMT,CRD,7.5,0,0.5,1,0,9
VTS,CSH,6,1,0.5,0,0,7.5
CMT,CRD,9,0,0.5,1,0,10.5
VTS,CSH,10,0,0.5,0,0,10.5
VTS,CRD,6.5,1,0.5,1.5,0,9.5
VTS,CSH,10,1,0.5,0,0,11.5
VTS,CSH,14.5,0.5,0.5,0,0,15.5
CMT,CRD,22.5,0,0.5,4.6,0,27.6
VTS,CRD,8.5,0,0.5,1,0,10
VTS,CSH,14.5,0,0.5,0,0,15
CMT,CRD,5,0.5,0.5,1.2,0,7.2
VTS,CSH,5.5,0,0.5,0,0,6
VTS,CRD,12,0,0.5,1.5,0,14
VTS,CRD,7,1,0.5,1.6,0,10.1
CMT,CRD,5.5,0,0.5,2,0,8
VTS,CSH,21,0,0.5,0,0,21.5
CMT,CRD,6.5,0,0.5,1.4,0,8.4
VTS,CRD,2.5,0,0.5,0.5,0,3.5
VTS,CRD,9,0.5,0.5,2.85,0,12.85
CMT,CRD,4.5,0,0.5,1,0,6
CMT,CRD,17,0.5,0.5,2,0,20
CMT,CRD,10,0,0.5,2,0,12.5
VTS,CSH,9.5,0,0.5,0,0,10
CMT,CRD,4.5,0.5,0.5,1.1,0,6.6
CMT,CRD,21,1,0.5,2,0,24.5
CMT,CRD,3.5,0.5,0.5,1,0,5.5
CMT,CRD,9.5,0.5,0.5,1,0,11.5
CMT,CRD,6,1,0.5,1,0,8.5
VTS,CRD,11.5,0.5,0.5,1,0,13.5
VTS,CSH,8,0,0.5,0,0,8.5
VTS,CRD,4,0.5,0.5,1.25,0,6.25
VTS,CRD,5,0,0.5,1.25,0,6.75
CMT,CRD,7,0,0.5,1,0,8.5
VTS,CSH,18,0,0.5,0,0,18.5
VTS,CRD,17,0,0.5,1,0,18.5
VTS,CRD,5.5,0,0.5,1.1,0,7.1
CMT,CRD,5,0,0.5,1.1,0,6.6
VTS,CRD,3,0,0.5,1,0,4.5
VTS,CSH,27.5,0.5,0.5,0,0,28.5
VTS,CSH,2.5,0.5,0.5,0,0,3.5
VTS,CSH,13,1,0.5,0,0,14.5
VTS,CSH,7,0,0.5,0,0,7.5
VTS,CRD,33,1,0.5,6,4.8,45.3
CMT,CRD,7,0,0.5,1.5,0,9
CMT,CRD,4.5,0,0.5,0,0,5
VTS,CSH,10.5,0,0.5,0,0,11
CMT,CRD,8.5,0.5,0.5,1.9,0,11.4
CMT,CRD,15.5,0.5,0.5,3.3,0,19.8
VTS,CRD,9,1,0.5,1,0,11.5
CMT,CRD,8,0.5,0.5,1,0,10
CMT,CRD,18.5,0,0.5,3.8,0,22.8
VTS,CRD,6.5,0,0.5,1,0,8
CMT,CRD,20,0,0.5,5,0,25.5
CMT,CRD,10,0.5,0.5,1.5,0,12.5
CMT,CRD,10,0,0.5,2.62,0,13.12
VTS,CSH,9,0.5,0.5,0,0,10
CMT,CRD,15.5,1,0.5,3.4,0,20.4
VTS,CRD,13.5,0.5,0.5,1,0,15.5
VTS,CRD,8,0,0.5,1,0,9.5
VTS,CRD,4.5,0,0.5,0.9,0,5.9
VTS,CRD,4,0,0.5,0.8,0,5.3
CMT,CRD,23,0,0.5,5,0,28.5
CMT,CRD,7.5,0,0.5,1.6,0,9.6
VTS,CSH,29,0.5,0.5,0,2.2,32.2
CMT,CRD,6,0,0.5,1.3,0,7.8
CMT,CRD,9,0.5,0.5,2,0,12
VTS,CRD,6,0,0.5,1,0,7.5
CMT,CRD,4.5,0,0.5,1,0,6
VTS,CSH,8,0.5,0.5,0,0,9
VTS,CRD,12.5,0.5,0.5,2.6,0,16.1
CMT,CRD,14,0,0.5,2.9,0,17.4
VTS,CRD,4.5,1,0.5,1,0,7
VTS,CRD,8.5,1,0.5,1,0,11
VTS,CRD,7,0.5,0.5,1.88,0,9.88
CMT,CRD,5,0,0.5,1.35,0,6.85
CMT,CRD,16,0,0.5,4.1,0,20.6
CMT,CRD,4.5,0,0.5,1,0,6
VTS,CRD,20,1,0.5,2,0,23.5
VTS,CSH,10.5,0,0.5,0,0,11
CMT,CRD,20,1,0.5,3,0,24.5
CMT,CRD,9,1,0.5,3.15,0,13.65
CMT,CRD,9.5,0.5,0.5,1.2,0,11.7
CMT,CRD,12,0,0.5,1,0,13.5
VTS,CRD,9.5,0,0.5,1.9,0,11.9
CMT,CRD,7.5,0,0.5,1.6,0,9.6
CMT,CRD,16,0,0.5,2,0,18.5
CMT,CRD,6.5,0.5,0.5,1.5,0,9
VTS,CRD,13.5,0.5,0.5,4.2,0,18.7
CMT,CRD,30,0.5,0.5,6.2,0,37.2
VTS,CRD,13.5,0.5,0.5,2.8,0,17.3
CMT,CRD,5.5,1,0.5,1.4,0,8.4
VTS,CRD,9.5,0.5,0.5,2,0,12.5
CMT,CRD,13.5,0.5,0.5,2.9,0,17.4
CMT,CRD,18,0,0.5,1.5,0,20
CMT,CRD,6,0.5,0.5,1.4,0,8.4
CMT,CRD,15,0.5,0.5,3.2,0,19.2
VTS,CRD,7.5,0.5,0.5,2.4,0,10.9
CMT,CRD,11,0.5,0.5,2.4,0,14.4
CMT,CRD,7,0.5,0.5,1,0,9
VTS,CRD,15,0.5,0.5,1,0,17
VTS,CSH,8,0,0.5,0,0,8.5
CMT,CRD,18.5,0,0.5,4.75,0,23.75
VTS,CRD,10,0,0.5,2,0,12.5
VTS,CRD,15,0,0.5,2,0,17.5
VTS,CSH,9.5,0.5,0.5,0,0,10.5
CMT,CRD,29.5,0,0.5,6,4.8,40.8
VTS,CSH,6.5,0.5,0.5,0,0,7.5
